,TE,p_value,FDR
630,MER46C,0.27318453685921934,0.5525206799933009
393,LTR26,0.2750922201657978,0.5525206799933009
776,MLT1D-int,0.2727017106758556,0.5525206799933009
396,LTR26D,0.27377857633554903,0.5525206799933009
417,LTR36,0.27460396956183813,0.5525206799933009
931,UCON89,0.27675329449097885,0.5546792724331907
896,Tigger19b,0.27754739262698885,0.5549902301508931
409,LTR32,0.27808178550900986,0.5549902301508931
760,MIR1_Amn,0.2814994979483403,0.5606284738086945
226,L1MD1,0.28414558566749404,0.5647095042887591
68,Charlie18a,0.28836541252169773,0.5692316158478693
846,MSTD-int,0.28942960594378975,0.5692316158478693
725,MER77B,0.288844865900723,0.5692316158478693
625,MER44D,0.28737026896724716,0.5692316158478693
282,L1PA8,0.28918868350972504,0.5692316158478693
692,MER63D,0.2909571021916151,0.571048586459062
522,LTR91,0.2918629245552955,0.5716404278039535
861,Ricksha_0,0.29280402195946403,0.5722987701934978
138,HERVFH21-int,0.2946501999411224,0.5743159175607913
478,LTR71A,0.295050249402267,0.5743159175607913
816,MLT1M,0.29581599399570885,0.574624086899262
746,MER92C,0.29732835460955587,0.5751996389788137
465,LTR5B,0.2968400712688293,0.5751996389788137
911,Tigger5,0.2985689237733131,0.5764208201827637
571,MER113,0.3001227399588561,0.578240553973682
479,LTR71B,0.30201327254001276,0.5802795338437041
234,L1ME3,0.30243227126042654,0.5802795338437041
466,LTR60B,0.30302123648920704,0.5802795338437041
346,LTR16A,0.3085338219512137,0.5873470674440274
71,Charlie1b,0.3087202948066858,0.5873470674440274
124,HERV-Fc1_LTR1,0.3082359228608218,0.5873470674440274
875,THE1C,0.30953663964411665,0.5873470674440274
211,L1MB5,0.3098162649625472,0.5873470674440274
87,Charlie5,0.3113460134276844,0.5890666574051789
878,THE1D-int,0.3127098306868633,0.589289840298352
490,LTR7B,0.3122025712640204,0.589289840298352
236,L1ME3B,0.3137499552275266,0.5900744684796027
762,MIRb,0.318013775916509,0.5905997634744072
356,LTR18A,0.31814501570539755,0.5905997634744072
474,LTR69,0.3171959475795313,0.5905997634744072
495,LTR81A,0.31839944965322164,0.5905997634744072
273,L1PA15,0.3163750055712097,0.5905997634744072
185,L1M4,0.3147611736579432,0.5905997634744072
897,Tigger1a_Art,0.3175498298571725,0.5905997634744072
854,Plat_L3,0.31955511734957814,0.5915834462088081
796,MLT1G3,0.3202554896614388,0.5917220570697678
616,MER41-int,0.3225356258731395,0.5924634991766796
193,L1M7,0.3219362793632576,0.5924634991766796
727,MER81,0.3223298954857644,0.5924634991766796
702,MER67D,0.3241929662801582,0.5943537715136235
99,CR1-L3A_Croc,0.326875463949028,0.5981125510556683
210,L1MB4,0.32857304281433886,0.6000018070795712
673,MER58A,0.3298107184792569,0.6000018070795712
63,Charlie15a,0.3296451428296017,0.6000018070795712
422,LTR38B,0.3319928893301686,0.6028124247722446
175,L1M2b,0.333467510061922,0.6043300086562801
104,ERV3-16A3_LTR,0.33498020912465776,0.6059106650706046
240,L1ME3E,0.33830631308492515,0.6107591072105709
165,Kanga1a,0.34123329219316956,0.6137009399519742
117,FordPrefect_a,0.3412097890062122,0.6137009399519742
481,LTR72B,0.3424927405167405,0.6142855716902871
602,MER31A,0.3431621175148658,0.6142855716902871
829,MLT2C1,0.3441557642662285,0.6142855716902871
601,MER31-int,0.34372862748489297,0.6142855716902871
799,MLT1H-int,0.3451213201707046,0.6148489056148523
276,L1PA17,0.3471770697544383,0.6162141423618983
655,MER52-int,0.34719042059079475,0.6162141423618983
543,MamRep1879,0.3548521688195839,0.6272635788800909
576,MER119,0.3546752814442016,0.6272635788800909
882,Tigger12,0.3554051567438993,0.6272635788800909
373,LTR1F2,0.35813764932400094,0.6300426542517092
203,L1MA6,0.35831178434188116,0.6300426542517092
604,MER33,0.3661749432776339,0.632876915111078
781,MLT1E1A-int,0.36328373464465,0.632876915111078
831,MLT2D,0.3693611747965503,0.632876915111078
791,MLT1F2-int,0.3694371881010925,0.632876915111078
275,L1PA16,0.3645752894979757,0.632876915111078
754,MER97c,0.37137804983788625,0.632876915111078
809,MLT1J1-int,0.3716133021444754,0.632876915111078
352,LTR16D1,0.3617383070374217,0.632876915111078
264,L1P4c,0.37059576852988063,0.632876915111078
188,L1M4b,0.3660890486779087,0.632876915111078
387,LTR23-int,0.3726309953781036,0.632876915111078
677,MER5A,0.3726347164026115,0.632876915111078
667,MER57C1,0.3687745268514865,0.632876915111078
915,Tigger7,0.3669167215703094,0.632876915111078
534,MamGypLTR2b,0.37121992800068904,0.632876915111078
294,L2-1_AMi,0.3643772050568752,0.632876915111078
506,LTR85c,0.36596832331621576,0.632876915111078
508,LTR86A2,0.3704649712016177,0.632876915111078
81,Charlie2b,0.36626541029160964,0.632876915111078
198,L1MA3,0.375146406532436,0.6344320169387706
154,HERVL74-int,0.37556229332527646,0.6344320169387706
190,L1M5,0.3755354677628644,0.6344320169387706
681,MER5C1,0.3778597097023585,0.6371751967529966
263,L1P4b,0.37886503713185704,0.6377336746027344
109,Eulor1,0.37967041887839315,0.6379542029466428
309,LOR1-int,0.38129954929980125,0.6395556270170426
135,HERV9N-int,0.382677129985867,0.6407302034807614
619,MER41C,0.3854261244664908,0.6441927804687285
926,UCON69,0.3866754403514284,0.6451410345193144
278,L1PA4,0.38843121375149936,0.6469294510720394
841,MSTB2,0.390496762361364,0.6492266031526368
159,HUERS-P1-int,0.39167834544249824,0.6500486224361461
622,MER44A,0.39412216107290254,0.6529589568738456
126,HERV-Fc1_LTR3,0.3959116384482896,0.654577697917092
729,MER83A-int,0.39648310878064874,0.654577697917092
575,MER117,0.39908921185642354,0.6570143339900985
337,LTR12F,0.3993480359876391,0.6570143339900985
332,LTR12,0.4030996839303914,0.6620352447884553
509,LTR86B1,0.4083158715855135,0.6688997314820648
856,PRIMA4-int,0.40869349344253014,0.6688997314820648
172,L1M2,0.4098390376204618,0.6696161132797183
119,HAL1,0.41090179349462685,0.6701949942170984
528,Mam_R4,0.41322477547016256,0.6728238168584747
155,HERVP71A-int,0.4154315348582981,0.6730768504877161
890,Tigger17,0.41471489425273544,0.6730768504877161
281,L1PA7,0.41551467302835754,0.6730768504877161
147,HERVK9-int,0.4163755282054378,0.6733183755253745
594,MER21A,0.41777697881142317,0.6744317780812394
905,Tigger3b,0.41948419253867375,0.6757925954051398
591,MER20,0.42004867452243366,0.6757925954051398
423,LTR39-int,0.420818292158578,0.6758813317181915
348,LTR16A2,0.4227702698354322,0.6778655512954558
879,Tigger1,0.4367184326024921,0.678216893113178
629,MER45R,0.42695864288626273,0.678216893113178
900,Tigger20a,0.4277490419008889,0.678216893113178
640,MER4C,0.4359314061362378,0.678216893113178
229,L1MDa,0.4258547840973971,0.678216893113178
82,Charlie3,0.4359222581654105,0.678216893113178
224,L1MCc,0.43316838170941663,0.678216893113178
112,Eulor9B,0.4318989732425883,0.678216893113178
722,MER76,0.43278280951863823,0.678216893113178
268,L1PA10,0.4371945267627747,0.678216893113178
726,MER8,0.4380449489346213,0.678216893113178
903,Tigger3,0.42967006506343863,0.678216893113178
912,Tigger5b,0.43778102753375525,0.678216893113178
736,MER87B,0.4307081749916707,0.678216893113178
271,L1PA13,0.43713226157012497,0.678216893113178
743,MER92-int,0.4363231357884835,0.678216893113178
140,HERVI-int,0.42551277977875157,0.678216893113178
789,MLT1F1-int,0.43702181897648684,0.678216893113178
287,L1PB3,0.43804458855727435,0.678216893113178
181,L1M3d,0.4289614511100861,0.678216893113178
248,L1MEc,0.4333294550293959,0.678216893113178
713,MER70C,0.43991637487461954,0.6800014552800492
678,MER5A1,0.4426143782631098,0.6808344745315477
50,Arthur1B,0.4422779723136756,0.6808344745315477
889,Tigger16b,0.44203968218473844,0.6808344745315477
421,LTR38-int,0.44357845009992214,0.6812097626534518
888,Tigger16a,0.44442099706403115,0.6813975092748356
733,MER84,0.4452412309403627,0.6815504926692284
319,LTR106_Mam,0.44726190667379107,0.6824351027635587
927,UCON78,0.4470872865381488,0.6824351027635587
279,L1PA5,0.4495995034094936,0.6838091256191053
171,L1M1,0.4496081143076993,0.6838091256191053
217,L1MC3,0.4540680871012187,0.683994284072855
518,LTR8B,0.4533601285261979,0.683994284072855
706,MER68C,0.4535500895382566,0.683994284072855
583,MER127,0.4527273226652905,0.683994284072855
200,L1MA4A,0.4515218901697423,0.683994284072855
403,LTR28B,0.4507073331164537,0.683994284072855
129,HERV1_I-int,0.45706831647877266,0.6874191214450222
821,MLT1O-int,0.45942496392525667,0.6883120154510378
254,L1MEh,0.4586561140830726,0.6883120154510378
201,L1MA5,0.460572416258464,0.6883120154510378
787,MLT1F-int,0.45987854615293544,0.6883120154510378
47,AmnSINE2,0.46431708538096805,0.6925590517185793
759,MIR,0.46538380533331725,0.6925590517185793
314,LTR102_Mam,0.4656105252568884,0.6925590517185793
847,OldhAT1,0.47224192054366043,0.6927222412492204
84,Charlie4,0.4729256495619605,0.6927222412492204
324,LTR108e_Mam,0.46886923484289567,0.6927222412492204
365,LTR1B1,0.47092587892044835,0.6927222412492204
585,MER132,0.4729488868658578,0.6927222412492204
458,LTR54,0.47076170201942535,0.6927222412492204
204,L1MA7,0.47002539515360287,0.6927222412492204
419,LTR37B,0.47377514808482624,0.6927222412492204
296,L2-3_AMi,0.4697623943468091,0.6927222412492204
284,L1PB,0.4733542142594599,0.6927222412492204
328,LTR10D,0.4729950927197153,0.6927222412492204
320,LTR107_Mam,0.47477438073245803,0.6931119817483107
744,MER92A,0.48194323029098085,0.698341701766453
197,L1MA2,0.4835241169736012,0.698341701766453
627,MER45B,0.48050217679500495,0.698341701766453
167,Kanga1c,0.48300653998577914,0.698341701766453
584,MER130,0.48060586116397885,0.698341701766453
785,MLT1E3-int,0.47999118484367587,0.698341701766453
237,L1ME3C,0.48303435587530763,0.698341701766453
488,LTR79,0.4845528023206156,0.6987605960294243
223,L1MCb,0.4886168927024207,0.701413627460531
797,MLT1G3-int,0.4873843386122386,0.701413627460531
822,MLT2A1,0.48847569654905365,0.701413627460531
202,L1MA5A,0.4916541479060247,0.704704278665302
811,MLT1J2-int,0.494420532188792,0.7075973123307069
214,L1MC,0.5093837999786027,0.7077401084158048
558,MER102a,0.510736872875504,0.7077401084158048
920,UCON11,0.5094794432693456,0.7077401084158048
189,L1M4c,0.500469514789011,0.7077401084158048
48,Arthur1,0.5091903276492413,0.7077401084158048
716,MER73,0.5022861335970858,0.7077401084158048
457,LTR53B,0.5094647891329844,0.7077401084158048
354,LTR16E1,0.4969587605357787,0.7077401084158048
899,Tigger2,0.5129977791669268,0.7077401084158048
173,L1M2a,0.5092155557913913,0.7077401084158048
72,Charlie20a,0.4960663816815889,0.7077401084158048
105,ERVL-B4-int,0.5026534634046519,0.7077401084158048
123,hAT-N1_Mam,0.5130621903757211,0.7077401084158048
322,LTR108b_Mam,0.5019307314557513,0.7077401084158048
305,L4_C_Mam,0.5139719391983699,0.7077401084158048
141,HERVIP10B3-int,0.5131915297916525,0.7077401084158048
106,ERVL-E-int,0.5079671959565161,0.7077401084158048
848,ORSL,0.5020182946829568,0.7077401084158048
581,MER125,0.5137555325763277,0.7077401084158048
134,HERV35I-int,0.507214599670727,0.7077401084158048
530,MamGypLTR1a,0.506464226581276,0.7077401084158048
867,SVA_C,0.5112026686725797,0.7077401084158048
885,Tigger13a,0.5074680652346024,0.7077401084158048
551,MamTip1,0.49757206147749045,0.7077401084158048
166,Kanga1b,0.49872392243629937,0.7077401084158048
870,THE1-int,0.5060694432018692,0.7077401084158048
633,MER48,0.5172872563157722,0.7081794016061808
152,HERVL40-int,0.5169298662175579,0.7081794016061808
454,LTR52-int,0.5174552581894057,0.7081794016061808
496,LTR81AB,0.5180339808789398,0.7081794016061808
285,L1PB1,0.5175185177654662,0.7081794016061808
532,MamGypLTR1c,0.5222446894795748,0.7118782078496798
288,L1PB4,0.5221327335236858,0.7118782078496798
803,MLT1H2-int,0.5234909284376399,0.7125502421611617
807,MLT1J-int,0.5247159545187097,0.713191512894683
256,L1MEj,0.527343406831078,0.7157343800031561
742,MER91C,0.5288126562916813,0.7167002476388689
195,L1MA1,0.5323920184921829,0.72051909798799
749,MER94B,0.5348804091708514,0.7205423144168691
649,MER51-int,0.5350022269513212,0.7205423144168691
122,HAL1ME,0.5362175363102282,0.7205423144168691
220,L1MC5,0.5340991070483004,0.7205423144168691
887,Tigger15a,0.5355250192841408,0.7205423144168691
892,Tigger17b,0.5373663046368875,0.7210617364347455
930,UCON86,0.5386265537311372,0.7217290649145266
121,HAL1M8,0.5423383385212042,0.7256747782758969
541,MamRep137,0.5436937945445188,0.7264609175693711
149,HERVL-int,0.545029522279495,0.7272185163277888
728,MER83,0.5465214026000862,0.7281820378305375
562,MER104,0.548774961472343,0.729130777461849
529,MamGyp-int,0.5486404265989377,0.729130777461849
468,LTR62,0.5511085587557916,0.7291590161999704
539,MamGypsy2-LTR,0.550922188400295,0.7291590161999704
501,LTR83,0.5498518430077954,0.7291590161999704
334,LTR12B,0.556797498140609,0.734631008704346
426,LTR40a,0.5561892255174073,0.734631008704346
689,MER63A,0.5604748653701586,0.7374259007512796
302,L3b,0.5599109774980444,0.7374259007512796
611,MER34C_,0.5621347244379467,0.7385825684976355
357,LTR18B,0.5649456781568545,0.7412463405497702
160,HUERS-P2-int,0.5661445421029285,0.7417904942235047
251,L1MEg,0.5672526980831389,0.7422144569663202
249,L1MEd,0.5698459538126541,0.743582084138992
199,L1MA4,0.569869990487071,0.743582084138992
53,Chap1_Mam,0.5724207527784616,0.7441387049419694
270,L1PA12,0.5713402931759587,0.7441387049419694
693,MER65-int,0.5726564240991054,0.7441387049419694
795,MLT1G1-int,0.5821503543035513,0.7524404927162146
709,MER6C,0.5822266814675149,0.7524404927162146
180,L1M3c,0.5820195996047272,0.7524404927162146
93,Cheshire,0.5814538166623626,0.7524404927162146
924,UCON49,0.5868093157994614,0.7573282574983499
813,MLT1K-int,0.5922540430451484,0.76247273919664
438,LTR45B,0.5924074665005608,0.76247273919664
79,Charlie29a,0.5947878216302646,0.7628777402074763
590,MER2,0.5951414083225344,0.7628777402074763
674,MER58B,0.5941764948542181,0.7628777402074763
925,UCON55,0.5968480024805705,0.7640300545962377
261,L1P4,0.5982447685413168,0.7647831770811969
840,MSTB1-int,0.5997075268475494,0.7656185160563855
443,LTR47B,0.6074615501812761,0.7713538610355533
864,Ricksha_c,0.6067717288049087,0.7713538610355533
107,ERVL-int,0.6069792968707568,0.7713538610355533
922,UCON29,0.6065566409372987,0.7713538610355533
394,LTR26B,0.6126570017634784,0.7739598859509887
507,LTR86A1,0.6128159375553661,0.7739598859509887
592,MER20B,0.6136045607433843,0.7739598859509887
156,HERVS71-int,0.6133752943691663,0.7739598859509887
747,MER92D,0.6126945134449462,0.7739598859509887
49,Arthur1A,0.615945047699012,0.7758695755696119
274,L1PA15-16,0.6167589015098818,0.7758695755696119
269,L1PA11,0.6179224827269527,0.7763010207964107
514,LTR88b,0.6201116388312379,0.7780180508413144
561,MER103C,0.6233004442999988,0.7799500268621679
842,MSTB2-int,0.6232740798441114,0.7799500268621679
921,UCON132b,0.6267578704154976,0.7822070519961223
502,LTR84a,0.6261462570277894,0.7822070519961223
301,L3,0.6296010273075098,0.7828906959793737
923,UCON33,0.6297883928544433,0.7828906959793737
669,MER57D,0.628389334395371,0.7828906959793737
306,L5,0.6331472821989521,0.7829507568107302
69,Charlie19a,0.6325595440481702,0.7829507568107302
494,LTR80B,0.6318357110250707,0.7829507568107302
610,MER34C,0.6311125281205368,0.7829507568107302
46,AmnSINE1,0.6348289416317516,0.7837592764008109
520,LTR90A,0.6354581025363868,0.7837592764008109
145,HERVK22-int,0.6367594923739524,0.7840215255567888
191,L1M6,0.6373282802887639,0.7840215255567888
939,X7C_LINE,0.6391891537756236,0.7852895317814804
881,Tigger11a,0.6438155160359386,0.7899474425032398
824,MLT2B1,0.6480706862847124,0.7941384316390387
228,L1MD3,0.6505572228039362,0.7961541174288792
574,MER115,0.6529903375507691,0.7975829608725832
463,LTR59,0.6534109880298646,0.7975829608725832
176,L1M2c,0.6660021789726367,0.8009968204820995
379,LTR22B,0.6661516484667912,0.8009968204820995
928,UCON8,0.6667262042182516,0.8009968204820995
303,L4_A_Mam,0.6671191005989647,0.8009968204820995
871,THE1A,0.6646139626558417,0.8009968204820995
550,MamSINE1,0.6590445978093478,0.8009968204820995
699,MER66D,0.6633373105401135,0.8009968204820995
88,Charlie6,0.6610903551609209,0.8009968204820995
260,L1P3b,0.6680618301906729,0.8009968204820995
750,MER96,0.6613598082431945,0.8009968204820995
515,LTR88c,0.6608313905627863,0.8009968204820995
755,MER97d,0.6638443637079826,0.8009968204820995
511,LTR86C,0.6575292588336785,0.8009968204820995
497,LTR81B,0.6677756699668633,0.8009968204820995
102,ERV24B_Prim-int,0.6723477089880747,0.8051151046869857
262,L1P4a,0.6738935351177272,0.8059459977514158
567,MER110,0.6778513241927341,0.8096557483413213
436,LTR44,0.6787489539803343,0.8097055617470319
690,MER63B,0.682963282836859,0.8121447838876503
78,Charlie26a,0.682447097713424,0.8121447838876503
631,MER47A,0.6833691839054647,0.8121447838876503
277,L1PA3,0.6863507665384683,0.8146647743354969
595,MER21B,0.6875703816046277,0.8150568408300816
606,MER34-int,0.688404245056274,0.8150568408300816
325,LTR109A2,0.6909041705214014,0.8169941816415571
290,L1PBa1,0.6969775965199072,0.8221207061194915
918,Tigger9b,0.6969004172831667,0.8221207061194915
940,X7D_LINE,0.7011395877092399,0.82394743356261
531,MamGypLTR1b,0.7020101812383337,0.82394743356261
555,MER101,0.7003376207598568,0.82394743356261
777,MLT1E,0.7009017192505924,0.82394743356261
366,LTR1C,0.7041817205983778,0.8249368689358524
770,MLT1A1-int,0.7045972411206858,0.8249368689358524
548,MamRep488,0.7065183956152984,0.8261636616218445
493,LTR80A,0.7154540051853107,0.8295500684920939
556,MER101-int,0.7125542009943433,0.8295500684920939
498,LTR81C,0.7160935872336531,0.8295500684920939
52,BLACKJACK,0.7146216633748002,0.8295500684920939
628,MER45C,0.7116813384434274,0.8295500684920939
75,Charlie23a,0.715579079196911,0.8295500684920939
437,LTR45,0.7164296046068084,0.8295500684920939
944,Zaphod2,0.7121985441074449,0.8295500684920939
913,Tigger6a,0.7192313748057682,0.831655908662965
182,L1M3de,0.7200065424893958,0.831655908662965
544,MamRep1894,0.7215154035682438,0.8323824046043398
335,LTR12C,0.7232253166955253,0.8333387936589122
549,MamRTE1,0.7242901409025941,0.8335504541287763
935,X6A_LINE,0.7254939860651914,0.833921398320378
308,Looper,0.7264748235476581,0.8340354163544716
676,MER58D,0.7294309912311787,0.8364142032784183
579,MER121,0.730740816314327,0.8369017097256093
187,L1M4a2,0.7330694333032906,0.8385534267290361
473,LTR68,0.7383632944621602,0.8435889813541105
521,LTR90B,0.7396262106050716,0.8440125394841951
857,PRIMA41-int,0.7407160917507596,0.8442378587906247
415,LTR34,0.7431606923085048,0.8460048314366373
161,HUERS-P3-int,0.7458191915239347,0.8471362648124233
557,MER101B,0.7459455693327153,0.8471362648124233
162,HUERS-P3b-int,0.7496558454285962,0.850093100606292
668,MER57C2,0.7512450656520719,0.850093100606292
828,MLT2B5,0.7505087672695572,0.850093100606292
685,MER61B,0.7531502214449854,0.8512307162329226
327,LTR10B2,0.755327048030097,0.8526723000435223
801,MLT1H1-int,0.758070402714581,0.8544220459668268
538,MamGypsy2-I,0.7586834234800576,0.8544220459668268
568,MER110-int,0.7601471195599738,0.8547325598357217
384,LTR22C2,0.7607661896212238,0.8547325598357217
127,HERV-Fc2_LTR,0.7698301028436403,0.8638900086477861
255,L1MEi,0.7730478841428158,0.8647614886224467
500,LTR82B,0.7733490691063318,0.8647614886224467
283,L1PA8A,0.7729982311683914,0.8647614886224467
470,LTR65,0.7787247789614764,0.8697445583206099
666,MER57B2,0.7803090536876325,0.869823975397571
723,MER76-int,0.7806348362711815,0.869823975397571
312,LTR1,0.7856503752663595,0.8738454129387248
778,MLT1E-int,0.7870151076361454,0.8738454129387248
74,Charlie22a,0.7863967178122366,0.8738454129387248
938,X7B_LINE,0.7882965183403163,0.8742420941968807
289,L1PBa,0.7899348006659567,0.8750331632669731
872,THE1A-int,0.7931536545875979,0.8775711780583246
77,Charlie25,0.7957582107043609,0.8794243777176699
23,AluYa5,0.8015752889203127,0.8806674713728863
461,LTR57-int,0.8009367042497391,0.8806674713728863
424,LTR3B,0.8059205608897676,0.8806674713728863
267,L1P5,0.8055388174934495,0.8806674713728863
707,MER6A,0.8061924209396613,0.8806674713728863
364,LTR1B0,0.8046923854643027,0.8806674713728863
361,LTR19C,0.8020972651670374,0.8806674713728863
265,L1P4d,0.8001790275657406,0.8806674713728863
563,MER105,0.7994327622067505,0.8806674713728863
345,LTR16,0.8025926360051796,0.8806674713728863
503,LTR84b,0.8129279839163688,0.8859791161116185
805,MLT1I-int,0.8121644630179669,0.8859791161116185
680,MER5C,0.814729332611778,0.8869205392988977
504,LTR85a,0.8172130927208822,0.8886018226597179
183,L1M3e,0.818645092473631,0.88913692018376
869,SVA_E,0.829418762435173,0.8965155843977574
428,LTR40b,0.8301772219158937,0.8965155843977574
318,LTR105_Mam,0.8279595435612725,0.8965155843977574
898,Tigger1a_Mars,0.8273791854985366,0.8965155843977574
61,Charlie13b,0.8295656460256724,0.8965155843977574
793,MLT1G-int,0.831633421171893,0.8970641008307991
708,MER6B,0.833061622350023,0.8975812013019611
163,Kanga1,0.8383754256617693,0.901253582586402
904,Tigger3a,0.8375064077782958,0.901253582586402
174,L1M2a1,0.8410296971156174,0.9030806963352713
487,LTR78B,0.8426235313347896,0.9037662819078356
66,Charlie17a,0.8494550858775101,0.9100617341337763
553,MamTip3,0.8521938522628123,0.9105479175759548
941,X8_LINE,0.8537589882556785,0.9105479175759548
559,MER102b,0.8510710247279817,0.9105479175759548
884,Tigger12c,0.8536654279152838,0.9105479175759548
252,L1MEg1,0.8574216740302298,0.9134244410276998
316,LTR103b_Mam,0.8590507522679216,0.9134838784958333
128,HERV-Fc2-int,0.8594087228977714,0.9134838784958333
933,X1_LINE,0.8639908344082777,0.9173236019643443
266,L1P4e,0.8654170323426017,0.9178077495471987
580,MER121B,0.868716215033322,0.9202749601584799
582,MER126,0.8724523008318966,0.9231989670995236
383,LTR22C0,0.8756157138851399,0.9255111344528966
942,X9_LINE,0.8774433559066385,0.9264078288925001
111,Eulor9A,0.8806162427971324,0.9287212549454708
133,HERV16-int,0.8856402323209834,0.9321679845368435
758,MERX,0.8858551988357529,0.9321679845368435
57,Charlie10b,0.8878582266233435,0.9332376470952032
186,L1M4a1,0.8926935206913014,0.9372786576847626
94,CR1_Mam,0.894523092266252,0.9381583650597277
656,MER52A,0.8984274309322571,0.9412096895480788
247,L1MEb,0.9055285799134679,0.9438076751445663
844,MSTC-int,0.9058957389336852,0.9438076751445663
512,LTR87,0.9024343131723939,0.9438076751445663
60,Charlie13a,0.905706645972544,0.9438076751445663
752,MER97a,0.9047001314124591,0.9438076751445663
836,MSTA1-int,0.9116329875772773,0.9476975892836311
136,HERV9NC-int,0.9113353337692253,0.9476975892836311
194,L1M8,0.9150484722935317,0.9502040118437771
902,Tigger2b_Pri,0.9169661843663246,0.9511513272045428
624,MER44C,0.9203389325999521,0.9536041952240467
916,Tigger8,0.924038311494735,0.9553445275125895
914,Tigger6b,0.9238789096961366,0.9553445275125895
142,HERVK-int,0.9262201407206432,0.9565548614866032
909,Tigger4a,0.9281199804175281,0.9574716482824227
70,Charlie1a,0.9292458903384596,0.9575889022442078
110,Eulor8,0.9392630690174376,0.9668583931343808
89,Charlie7,0.9431122656192323,0.9697654383432541
184,L1M3f,0.9468448597465507,0.9703597056840234
891,Tigger17a,0.9480546100130653,0.9703597056840234
164,Kanga11a,0.948818951118099,0.9703597056840234
894,Tigger18a,0.9468170554550995,0.9703597056840234
560,MER102c,0.9474864703532474,0.9703597056840234
113,Eulor9C,0.9521880432903483,0.9727536597761011
917,Tigger9a,0.958649655029421,0.9782983534604448
341,LTR14A,0.9617689536646227,0.9793686008253316
64,Charlie16a,0.9611919727180189,0.9793686008253316
313,LTR101_Mam,0.9640371357642408,0.9806227208956685
253,L1MEg2,0.9698130281402162,0.9854383723100371
705,MER68B,0.9709084916505818,0.9854929539715133
934,X2_LINE,0.9724113925943043,0.9859605331127673
151,HERVL32-int,0.9735660683896535,0.9860744118807412
910,Tigger4b,0.9746466140229078,0.9861130447761185
937,X7A_LINE,0.980165224071236,0.9888091008038158
97,CR1-16_AMi,0.9794513046819284,0.9888091008038158
80,Charlie2a,0.9804470788097032,0.9888091008038158
737,MER88,0.984476234092251,0.9916774825726528
98,CR1-3_Croc,0.98538777338086,0.9916774825726528
632,MER47B,0.9868351828964751,0.9920787279703139
623,MER44B,0.9883783665852426,0.9925753023244581
893,Tigger17c,0.9972931006490069,0.999226806495878
735,MER85,0.9974684271616557,0.999226806495878
169,Kanga2_a,0.998535226826514,0.999226806495878
883,Tigger12A,0.999226806495878,0.999226806495878
